,frame,label,time,x,xoffset,y,yoffset
165,166,t4,00:00:05,743.0,26.0,319.0,26.0
166,167,t4,00:00:05,744.0,26.0,317.0,26.0
167,168,t4,00:00:05,746.0,26.0,314.0,26.0
168,169,t4,00:00:05,746.0,26.0,312.0,26.0
169,170,t4,00:00:05,746.0,26.0,311.0,26.0
170,171,t4,00:00:05,747.0,26.0,309.0,26.0
171,172,t4,00:00:05,745.0,26.0,307.0,26.0
172,173,t4,00:00:05,745.0,26.0,305.0,26.0
173,174,t4,00:00:05,745.0,26.0,303.0,26.0
174,175,t4,00:00:05,743.0,26.0,299.0,26.0
175,176,t4,00:00:05,742.0,26.0,296.0,26.0
176,177,t4,00:00:05,740.0,26.0,293.0,26.0
177,178,t4,00:00:05,740.0,26.0,290.0,26.0
178,179,t4,00:00:05,739.0,26.0,288.0,26.0
179,180,t4,00:00:06,740.0,26.0,283.0,26.0
180,181,t4,00:00:06,739.0,26.0,278.0,26.0
181,182,t4,00:00:06,738.0,26.0,275.0,26.0
182,183,t4,00:00:06,736.0,26.0,270.0,26.0
183,184,t4,00:00:06,736.0,26.0,266.0,26.0
184,185,t4,00:00:06,737.0,26.0,261.0,26.0
185,186,t4,00:00:06,736.0,26.0,257.0,26.0
186,187,t4,00:00:06,734.0,26.0,253.0,26.0
187,188,t4,00:00:06,733.0,26.0,249.0,26.0
188,189,t4,00:00:06,733.0,26.0,246.0,26.0
189,190,t4,00:00:06,734.0,26.0,240.0,26.0
190,191,t4,00:00:06,734.0,26.0,236.0,26.0
191,192,t4,00:00:06,733.0,26.0,233.0,26.0
192,193,t4,00:00:06,733.0,26.0,231.0,26.0
193,194,t4,00:00:06,732.0,26.0,228.0,26.0
194,195,t4,00:00:06,732.0,26.0,226.0,26.0
195,196,t4,00:00:06,731.0,26.0,223.0,26.0
196,197,t4,00:00:06,730.0,26.0,220.0,26.0
197,198,t4,00:00:06,730.0,26.0,217.0,26.0
198,199,t4,00:00:06,728.0,26.0,217.0,26.0
199,200,t4,00:00:06,727.0,26.0,217.0,26.0
200,201,t4,00:00:06,727.0,26.0,217.0,26.0
201,202,t4,00:00:06,727.0,26.0,214.0,26.0
202,203,t4,00:00:06,727.0,26.0,212.0,26.0
203,204,t4,00:00:06,725.0,26.0,209.0,26.0
204,205,t4,00:00:06,725.0,26.0,207.0,26.0
205,206,t4,00:00:06,723.0,26.0,203.0,26.0
206,207,t4,00:00:06,723.0,26.0,199.0,26.0
207,208,t4,00:00:06,724.0,26.0,195.0,26.0
208,209,t4,00:00:06,724.0,26.0,191.0,26.0
209,210,t4,00:00:07,724.0,26.0,188.0,26.0
210,211,t4,00:00:07,723.0,26.0,186.0,26.0
211,212,t4,00:00:07,723.0,26.0,181.0,26.0
212,213,t4,00:00:07,723.0,26.0,177.0,26.0
213,214,t4,00:00:07,725.0,26.0,171.0,26.0
214,215,t4,00:00:07,724.0,26.0,166.0,26.0
215,216,t4,00:00:07,723.0,26.0,163.0,26.0
216,217,t4,00:00:07,723.0,26.0,158.0,26.0
217,218,t4,00:00:07,723.0,26.0,156.0,26.0
218,219,t4,00:00:07,724.0,26.0,151.0,26.0
219,220,t4,00:00:07,722.0,26.0,145.0,26.0
220,221,t4,00:00:07,721.0,26.0,142.0,26.0
221,222,t4,00:00:07,719.0,26.0,137.0,26.0
222,223,t4,00:00:07,718.0,26.0,135.0,26.0
223,224,t4,00:00:07,716.0,26.0,129.0,26.0
224,225,t4,00:00:07,714.0,26.0,127.0,26.0
225,226,t4,00:00:07,712.0,26.0,124.0,26.0
226,227,t4,00:00:07,710.0,26.0,121.0,26.0
227,228,t4,00:00:07,709.0,26.0,119.0,26.0
228,229,t4,00:00:07,708.0,26.0,117.0,26.0
229,230,t4,00:00:07,707.0,26.0,117.0,26.0
230,231,t4,00:00:07,704.0,26.0,115.0,26.0
231,232,t4,00:00:07,701.0,26.0,114.0,26.0
232,233,t4,00:00:07,697.0,26.0,113.0,26.0
233,234,t4,00:00:07,695.0,26.0,111.0,26.0
234,235,t4,00:00:07,693.0,26.0,111.0,26.0
235,236,t4,00:00:07,689.0,26.0,109.0,26.0
236,237,t4,00:00:07,684.0,26.0,109.0,26.0
237,238,t4,00:00:07,680.0,26.0,109.0,26.0
238,239,t4,00:00:07,679.0,26.0,109.0,26.0
239,240,t4,00:00:08,676.0,26.0,108.0,26.0
240,241,t4,00:00:08,674.0,26.0,108.0,26.0
241,242,t4,00:00:08,671.0,26.0,107.0,26.0
242,243,t4,00:00:08,666.0,26.0,107.0,26.0
243,244,t4,00:00:08,662.0,26.0,105.0,26.0
244,245,t4,00:00:08,660.0,26.0,102.0,26.0
245,246,t4,00:00:08,657.0,26.0,100.0,26.0
246,247,t4,00:00:08,654.0,26.0,99.0,26.0
247,248,t4,00:00:08,651.0,26.0,98.0,26.0
248,249,t4,00:00:08,648.0,26.0,95.0,26.0
249,250,t4,00:00:08,645.0,26.0,91.0,26.0
250,251,t4,00:00:08,641.0,26.0,87.0,26.0
251,252,t4,00:00:08,639.0,26.0,85.0,26.0
252,253,t4,00:00:08,634.0,26.0,83.0,26.0
253,254,t4,00:00:08,631.0,26.0,82.0,26.0
254,255,t4,00:00:08,628.0,26.0,78.0,26.0
255,256,t4,00:00:08,623.0,26.0,76.0,26.0
256,257,t4,00:00:08,620.0,26.0,75.0,26.0
257,258,t4,00:00:08,614.0,26.0,73.0,26.0
258,259,t4,00:00:08,612.0,26.0,72.0,26.0
259,260,t4,00:00:08,608.0,26.0,71.0,26.0
260,261,t4,00:00:08,604.0,26.0,71.0,26.0
261,262,t4,00:00:08,600.0,26.0,72.0,26.0
262,263,t4,00:00:08,597.0,26.0,73.0,26.0
263,264,t4,00:00:08,595.0,26.0,75.0,26.0
264,265,t4,00:00:08,591.0,26.0,75.0,26.0
265,266,t4,00:00:08,589.0,26.0,77.0,26.0
266,267,t4,00:00:08,586.0,26.0,78.0,26.0
267,268,t4,00:00:08,583.0,26.0,82.0,26.0
268,269,t4,00:00:08,580.0,26.0,84.0,26.0
269,270,t4,00:00:09,577.0,26.0,86.0,26.0
270,271,t4,00:00:09,572.0,26.0,89.0,26.0
271,272,t4,00:00:09,568.0,26.0,93.0,26.0
272,273,t4,00:00:09,565.0,26.0,96.0,26.0
273,274,t4,00:00:09,561.0,26.0,99.0,26.0
274,275,t4,00:00:09,556.0,26.0,101.0,26.0
275,276,t4,00:00:09,553.0,26.0,103.0,26.0
276,277,t4,00:00:09,553.0,26.0,104.0,26.0
277,278,t4,00:00:09,549.0,26.0,106.0,26.0
278,279,t4,00:00:09,545.0,26.0,106.0,26.0
279,280,t4,00:00:09,541.0,26.0,106.0,26.0
280,281,t4,00:00:09,536.0,26.0,107.0,26.0
281,282,t4,00:00:09,534.0,26.0,107.0,26.0
282,283,t4,00:00:09,530.0,26.0,108.0,26.0
283,284,t4,00:00:09,525.0,26.0,109.0,26.0
284,285,t4,00:00:09,521.0,26.0,108.0,26.0
285,286,t4,00:00:09,515.0,26.0,109.0,26.0
286,287,t4,00:00:09,513.0,26.0,108.0,26.0
287,288,t4,00:00:09,507.0,26.0,109.0,26.0
288,289,t4,00:00:09,503.0,26.0,109.0,26.0
289,290,t4,00:00:09,500.0,26.0,108.0,26.0
290,291,t4,00:00:09,500.0,26.0,109.0,26.0
291,292,t4,00:00:09,496.0,26.0,109.0,26.0
292,293,t4,00:00:09,493.0,26.0,111.0,26.0
293,294,t4,00:00:09,492.0,26.0,112.0,26.0
294,295,t4,00:00:09,490.0,26.0,113.0,26.0
295,296,t4,00:00:09,489.0,26.0,113.0,26.0
296,297,t4,00:00:09,489.0,26.0,113.0,26.0
297,298,t4,00:00:09,489.0,26.0,113.0,26.0
298,299,t4,00:00:09,489.0,26.0,112.0,26.0
299,300,t4,00:00:10,488.0,26.0,112.0,26.0
300,301,t4,00:00:10,487.0,26.0,111.0,26.0
301,302,t4,00:00:10,487.0,26.0,110.0,26.0
302,303,t4,00:00:10,486.0,26.0,110.0,26.0
303,304,t4,00:00:10,486.0,26.0,110.0,26.0
304,305,t4,00:00:10,485.0,26.0,109.0,26.0
305,306,t4,00:00:10,484.0,26.0,109.0,26.0
306,307,t4,00:00:10,484.0,26.0,108.0,26.0
307,308,t4,00:00:10,484.0,26.0,108.0,26.0
308,309,t4,00:00:10,484.0,26.0,108.0,26.0
309,310,t4,00:00:10,484.0,26.0,108.0,26.0
310,311,t4,00:00:10,484.0,26.0,108.0,26.0
311,312,t4,00:00:10,483.0,26.0,108.0,26.0
312,313,t4,00:00:10,482.0,26.0,109.0,26.0
313,314,t4,00:00:10,481.0,26.0,110.0,26.0
314,315,t4,00:00:10,482.0,26.0,110.0,26.0
315,316,t4,00:00:10,482.0,26.0,110.0,26.0
316,317,t4,00:00:10,482.0,26.0,111.0,26.0
317,318,t4,00:00:10,482.0,26.0,113.0,26.0
318,319,t4,00:00:10,483.0,26.0,114.0,26.0
319,320,t4,00:00:10,484.0,26.0,115.0,26.0
320,321,t4,00:00:10,484.0,26.0,117.0,26.0
321,322,t4,00:00:10,485.0,26.0,118.0,26.0
322,323,t4,00:00:10,485.0,26.0,118.0,26.0
323,324,t4,00:00:10,486.0,26.0,119.0,26.0
324,325,t4,00:00:10,487.0,26.0,119.0,26.0
325,326,t4,00:00:10,487.0,26.0,119.0,26.0
326,327,t4,00:00:10,487.0,26.0,120.0,26.0
327,328,t4,00:00:10,488.0,26.0,120.0,26.0
328,329,t4,00:00:10,488.0,26.0,120.0,26.0
329,330,t4,00:00:11,488.0,26.0,119.0,26.0
330,331,t4,00:00:11,488.0,26.0,119.0,26.0
331,332,t4,00:00:11,488.0,26.0,119.0,26.0
332,333,t4,00:00:11,487.0,26.0,119.0,26.0
333,334,t4,00:00:11,487.0,26.0,118.0,26.0
334,335,t4,00:00:11,487.0,26.0,118.0,26.0
335,336,t4,00:00:11,487.0,26.0,117.0,26.0
336,337,t4,00:00:11,487.0,26.0,116.0,26.0
337,338,t4,00:00:11,486.0,26.0,115.0,26.0
338,339,t4,00:00:11,486.0,26.0,114.0,26.0
339,340,t4,00:00:11,485.0,26.0,114.0,26.0
340,341,t4,00:00:11,486.0,26.0,112.0,26.0
341,342,t4,00:00:11,486.0,26.0,110.0,26.0
342,343,t4,00:00:11,486.0,26.0,108.0,26.0
343,344,t4,00:00:11,487.0,26.0,106.0,26.0
344,345,t4,00:00:11,486.0,26.0,105.0,26.0
345,346,t4,00:00:11,486.0,26.0,103.0,26.0
346,347,t4,00:00:11,486.0,26.0,101.0,26.0
347,348,t4,00:00:11,485.0,26.0,99.0,26.0
348,349,t4,00:00:11,485.0,26.0,97.0,26.0
349,350,t4,00:00:11,485.0,26.0,94.0,26.0
350,351,t4,00:00:11,485.0,26.0,94.0,26.0
351,352,t4,00:00:11,485.0,26.0,93.0,26.0
352,353,t4,00:00:11,484.0,26.0,92.0,26.0
353,354,t4,00:00:11,484.0,26.0,90.0,26.0
354,355,t4,00:00:11,484.0,26.0,89.0,26.0
355,356,t4,00:00:11,484.0,26.0,88.0,26.0
356,357,t4,00:00:11,484.0,26.0,88.0,26.0
357,358,t4,00:00:11,483.0,26.0,88.0,26.0
358,359,t4,00:00:11,483.0,26.0,88.0,26.0
359,360,t4,00:00:12,482.0,26.0,88.0,26.0
360,361,t4,00:00:12,481.0,26.0,89.0,26.0
361,362,t4,00:00:12,480.0,26.0,89.0,26.0
362,363,t4,00:00:12,478.0,26.0,89.0,26.0
363,364,t4,00:00:12,478.0,26.0,89.0,26.0
364,365,t4,00:00:12,478.0,26.0,89.0,26.0
365,366,t4,00:00:12,477.0,26.0,89.0,26.0
366,367,t4,00:00:12,476.0,26.0,89.0,26.0
367,368,t4,00:00:12,476.0,26.0,89.0,26.0
368,369,t4,00:00:12,475.0,26.0,89.0,26.0
369,370,t4,00:00:12,475.0,26.0,89.0,26.0
370,371,t4,00:00:12,474.0,26.0,88.0,26.0
371,372,t4,00:00:12,474.0,26.0,88.0,26.0
372,373,t4,00:00:12,474.0,26.0,87.0,26.0
373,374,t4,00:00:12,473.0,26.0,86.0,26.0
374,375,t4,00:00:12,474.0,26.0,86.0,26.0
375,376,t4,00:00:12,473.0,26.0,85.0,26.0
376,377,t4,00:00:12,473.0,26.0,84.0,26.0
377,378,t4,00:00:12,472.0,26.0,83.0,26.0
378,379,t4,00:00:12,472.0,26.0,83.0,26.0
379,380,t4,00:00:12,471.0,26.0,82.0,26.0
380,381,t4,00:00:12,471.0,26.0,82.0,26.0
381,382,t4,00:00:12,471.0,26.0,82.0,26.0
382,383,t4,00:00:12,471.0,26.0,82.0,26.0
383,384,t4,00:00:12,472.0,26.0,83.0,26.0
384,385,t4,00:00:12,472.0,26.0,83.0,26.0
385,386,t4,00:00:12,472.0,26.0,83.0,26.0
386,387,t4,00:00:12,472.0,26.0,83.0,26.0
387,388,t4,00:00:12,472.0,26.0,84.0,26.0
388,389,t4,00:00:12,472.0,26.0,84.0,26.0
389,390,t4,00:00:13,472.0,26.0,84.0,26.0
390,391,t4,00:00:13,472.0,26.0,84.0,26.0
391,392,t4,00:00:13,472.0,26.0,84.0,26.0
392,393,t4,00:00:13,472.0,26.0,85.0,26.0
393,394,t4,00:00:13,472.0,26.0,85.0,26.0
394,395,t4,00:00:13,472.0,26.0,85.0,26.0
395,396,t4,00:00:13,473.0,26.0,86.0,26.0
396,397,t4,00:00:13,473.0,26.0,87.0,26.0
397,398,t4,00:00:13,472.0,26.0,88.0,26.0
398,399,t4,00:00:13,472.0,26.0,90.0,26.0
399,400,t4,00:00:13,471.0,26.0,93.0,26.0
400,401,t4,00:00:13,471.0,26.0,94.0,26.0
401,402,t4,00:00:13,471.0,26.0,95.0,26.0
402,403,t4,00:00:13,471.0,26.0,97.0,26.0
403,404,t4,00:00:13,471.0,26.0,98.0,26.0
404,405,t4,00:00:13,471.0,26.0,99.0,26.0
405,406,t4,00:00:13,471.0,26.0,100.0,26.0
406,407,t4,00:00:13,472.0,26.0,102.0,26.0
407,408,t4,00:00:13,472.0,26.0,105.0,26.0
408,409,t4,00:00:13,473.0,26.0,106.0,26.0
409,410,t4,00:00:13,474.0,26.0,108.0,26.0
410,411,t4,00:00:13,474.0,26.0,110.0,26.0
411,412,t4,00:00:13,474.0,26.0,112.0,26.0
412,413,t4,00:00:13,476.0,26.0,114.0,26.0
413,414,t4,00:00:13,477.0,26.0,117.0,26.0
414,415,t4,00:00:13,478.0,26.0,119.0,26.0
415,416,t4,00:00:13,480.0,26.0,121.0,26.0
416,417,t4,00:00:13,481.0,26.0,122.0,26.0
417,418,t4,00:00:13,482.0,26.0,123.0,26.0
418,419,t4,00:00:13,483.0,26.0,124.0,26.0
419,420,t4,00:00:14,486.0,26.0,125.0,26.0
420,421,t4,00:00:14,488.0,26.0,125.0,26.0
421,422,t4,00:00:14,490.0,26.0,126.0,26.0
422,423,t4,00:00:14,492.0,26.0,127.0,26.0
423,424,t4,00:00:14,494.0,26.0,127.0,26.0
424,425,t4,00:00:14,497.0,26.0,128.0,26.0
425,426,t4,00:00:14,498.0,26.0,128.0,26.0
426,427,t4,00:00:14,500.0,26.0,128.0,26.0
427,428,t4,00:00:14,503.0,26.0,128.0,26.0
428,429,t4,00:00:14,504.0,26.0,127.0,26.0
429,430,t4,00:00:14,507.0,26.0,126.0,26.0
430,431,t4,00:00:14,508.0,26.0,125.0,26.0
431,432,t4,00:00:14,510.0,26.0,125.0,26.0
432,433,t4,00:00:14,513.0,26.0,124.0,26.0
433,434,t4,00:00:14,515.0,26.0,123.0,26.0
434,435,t4,00:00:14,516.0,26.0,122.0,26.0
435,436,t4,00:00:14,518.0,26.0,122.0,26.0
436,437,t4,00:00:14,521.0,26.0,120.0,26.0
437,438,t4,00:00:14,524.0,26.0,120.0,26.0
438,439,t4,00:00:14,526.0,26.0,119.0,26.0
439,440,t4,00:00:14,530.0,26.0,118.0,26.0
440,441,t4,00:00:14,533.0,26.0,117.0,26.0
441,442,t4,00:00:14,536.0,26.0,117.0,26.0
442,443,t4,00:00:14,540.0,26.0,116.0,26.0
