label,frame,time,x,y,xoffset,yoffset,distance_to_t1,distance_to_t2,distance_to_t4
t3,361,00:00:12,480.0,473.0,16.0,20.0,67.9,249.7,370.8
t3,362,00:00:12,477.0,471.0,16.0,20.0,68.6,255.7,369.8
t3,363,00:00:12,474.0,467.0,16.0,20.0,65.8,259.0,364.9
t3,364,00:00:12,471.0,465.0,16.0,20.0,65.1,264.8,364.0
t3,365,00:00:12,469.0,464.0,16.0,20.0,65.9,270.8,362.1
t3,366,00:00:12,463.0,461.0,16.0,20.0,62.3,278.6,360.5
t3,367,00:00:12,461.0,459.0,16.0,20.0,63.0,283.2,357.6
t3,368,00:00:12,459.0,455.0,16.0,20.0,60.4,286.6,354.8
t3,369,00:00:12,456.0,451.0,16.0,20.0,58.3,290.0,350.0
t3,370,00:00:12,454.0,450.0,16.0,20.0,58.3,295.3,350.1
t3,371,00:00:12,449.0,447.0,16.0,20.0,52.7,302.1,347.6
t3,372,00:00:12,446.0,443.0,16.0,20.0,47.7,305.7,344.0
t3,373,00:00:12,445.0,442.0,16.0,20.0,46.5,309.4,344.0
t3,374,00:00:12,443.0,438.0,16.0,20.0,42.3,312.3,341.2
t3,375,00:00:12,440.0,436.0,16.0,20.0,38.1,315.4,339.6
t3,376,00:00:12,437.0,433.0,16.0,20.0,34.5,319.1,338.1
t3,377,00:00:12,433.0,430.0,16.0,20.0,29.8,324.7,337.5
t3,378,00:00:12,432.0,429.0,16.0,20.0,29.8,327.1,337.7
t3,379,00:00:12,431.0,426.0,16.0,20.0,31.6,327.8,333.9
t3,380,00:00:12,430.0,425.0,16.0,20.0,34.8,328.1,333.9
t3,381,00:00:12,429.0,424.0,16.0,20.0,41.5,330.0,333.1
t3,382,00:00:12,428.0,422.0,16.0,20.0,45.1,330.8,331.3
t3,383,00:00:12,427.0,421.0,16.0,20.0,48.7,332.2,330.5
t3,384,00:00:12,426.0,420.0,16.0,20.0,54.1,333.2,328.8
t3,385,00:00:12,425.0,420.0,16.0,20.0,57.4,337.2,330.0
t3,386,00:00:12,425.0,419.0,16.0,20.0,60.8,338.5,328.0
t3,387,00:00:12,425.0,419.0,16.0,20.0,66.6,340.9,329.0
t3,388,00:00:12,425.0,419.0,16.0,20.0,71.5,341.4,328.0
t3,389,00:00:12,425.0,419.0,16.0,20.0,79.9,341.6,328.0
t3,390,00:00:13,425.0,419.0,16.0,20.0,81.7,342.1,328.0
t3,391,00:00:13,425.0,419.0,16.0,20.0,85.1,342.4,328.0
t3,392,00:00:13,425.0,419.0,16.0,20.0,89.4,342.4,328.0
t3,393,00:00:13,424.0,418.0,16.0,20.0,92.3,344.6,327.2
t3,394,00:00:13,424.0,418.0,16.0,20.0,95.6,345.1,326.3
t3,395,00:00:13,422.0,416.0,16.0,20.0,95.6,348.0,323.7
t3,396,00:00:13,421.0,415.0,16.0,20.0,96.1,350.5,322.9
t3,397,00:00:13,419.0,414.0,16.0,20.0,95.7,352.3,321.4
t3,398,00:00:13,418.0,414.0,16.0,20.0,99.3,354.7,319.6
t3,399,00:00:13,416.0,414.0,16.0,20.0,100.6,357.2,318.8
t3,400,00:00:13,415.0,414.0,16.0,20.0,100.2,360.0,317.1
t3,401,00:00:13,415.0,414.0,16.0,20.0,100.4,361.5,316.1
t3,402,00:00:13,415.0,415.0,16.0,20.0,101.4,361.8,315.1
t3,403,00:00:13,415.0,415.0,16.0,20.0,101.4,362.1,313.2
t3,404,00:00:13,414.0,415.0,16.0,20.0,101.2,362.7,312.4
t3,405,00:00:13,414.0,415.0,16.0,20.0,101.0,363.7,311.2
t3,406,00:00:13,413.0,415.0,16.0,20.0,101.0,365.6,310.7
t3,407,00:00:13,413.0,415.0,16.0,20.0,100.9,365.1,308.8
t3,408,00:00:13,413.0,415.0,16.0,20.0,102.8,364.9,306.8
t3,409,00:00:13,413.0,415.0,16.0,20.0,104.0,362.8,306.1
t3,410,00:00:13,413.0,415.0,16.0,20.0,106.0,363.5,304.4
t3,411,00:00:13,413.0,415.0,16.0,20.0,107.9,363.7,301.5
t3,412,00:00:13,413.0,415.0,16.0,20.0,108.9,363.5,300.5
t3,413,00:00:13,413.0,415.0,16.0,20.0,110.1,364.7,298.8
t3,414,00:00:13,413.0,415.0,16.0,20.0,112.4,366.2,296.2
t3,415,00:00:13,412.0,414.0,16.0,20.0,113.6,367.4,294.0
t3,416,00:00:13,411.0,413.0,16.0,20.0,114.5,367.8,291.7
t3,417,00:00:13,410.0,412.0,16.0,20.0,115.7,369.9,290.3
t3,418,00:00:13,407.0,410.0,16.0,20.0,115.7,374.0,287.7
t3,419,00:00:13,407.0,408.0,16.0,20.0,115.4,374.9,286.1
t3,420,00:00:14,407.0,406.0,16.0,20.0,113.9,377.6,283.2
t3,421,00:00:14,406.0,403.0,16.0,20.0,112.4,378.5,281.3
t3,422,00:00:14,405.0,401.0,16.0,20.0,113.9,381.1,280.1
t3,423,00:00:14,405.0,399.0,16.0,20.0,113.6,381.5,278.0
t3,424,00:00:14,404.0,395.0,16.0,20.0,111.9,382.5,275.7
t3,425,00:00:14,403.0,392.0,16.0,20.0,111.6,386.1,273.1
t3,426,00:00:14,403.0,391.0,16.0,20.0,113.0,387.8,271.6
t3,427,00:00:14,402.0,389.0,16.0,20.0,112.4,386.9,271.9
t3,428,00:00:14,402.0,386.0,16.0,20.0,113.2,387.3,269.9
t3,429,00:00:14,402.0,384.0,16.0,20.0,112.7,387.3,268.9
t3,430,00:00:14,402.0,383.0,16.0,20.0,115.4,388.6,269.8
t3,431,00:00:14,401.0,380.0,16.0,20.0,116.3,390.5,269.2
t3,432,00:00:14,401.0,377.0,16.0,20.0,116.2,390.9,266.1
t3,433,00:00:14,401.0,375.0,16.0,20.0,117.5,390.4,267.4
t3,434,00:00:14,400.0,373.0,16.0,20.0,118.4,390.4,267.9
t3,435,00:00:14,400.0,371.0,16.0,20.0,120.7,388.6,266.6
t3,436,00:00:14,400.0,369.0,16.0,20.0,122.1,389.0,265.8
t3,437,00:00:14,400.0,368.0,16.0,20.0,124.0,388.5,267.6
t3,438,00:00:14,400.0,366.0,16.0,20.0,124.0,390.3,266.5
t3,439,00:00:14,400.0,364.0,16.0,20.0,124.0,389.4,268.0
t3,440,00:00:14,400.0,362.0,16.0,20.0,125.8,389.8,269.2
t3,441,00:00:14,399.0,360.0,16.0,20.0,126.9,389.4,269.6
t3,442,00:00:14,399.0,359.0,16.0,20.0,128.1,387.5,270.3
t3,443,00:00:14,399.0,357.0,16.0,20.0,129.3,386.2,271.1
