label,frame,time,x,y,xoffset,yoffset,distance_to_t1,interaction_with_t1,distance_to_t2,interaction_with_t2,distance_to_t3,interaction_with_t3
t4,48,00:00:01,486.0,468.5,16.0,17.0,413.5,no-interaction,281.1,no-interaction,310.4,no-interaction
t4,49,00:00:01,492.0,471.5,16.0,17.0,411.3,no-interaction,286.0,no-interaction,314.9,no-interaction
t4,50,00:00:01,495.0,474.5,16.0,17.0,413.1,no-interaction,290.1,no-interaction,321.1,no-interaction
t4,51,00:00:01,500.0,475.5,16.0,17.0,411.4,no-interaction,292.4,no-interaction,324.6,no-interaction
t4,52,00:00:01,504.0,477.5,16.0,17.0,411.9,no-interaction,294.7,no-interaction,328.0,no-interaction
t4,53,00:00:01,511.0,478.5,16.0,17.0,409.8,no-interaction,296.3,no-interaction,331.8,no-interaction
t4,54,00:00:01,514.0,477.5,16.0,17.0,408.9,no-interaction,295.2,no-interaction,334.2,no-interaction
t4,55,00:00:01,519.0,482.5,16.0,17.0,411.2,no-interaction,301.2,no-interaction,341.8,no-interaction
t4,56,00:00:01,524.0,481.5,16.0,17.0,408.2,no-interaction,303.0,no-interaction,343.5,no-interaction
t4,57,00:00:01,530.0,482.5,16.0,17.0,405.7,no-interaction,305.4,no-interaction,348.6,no-interaction
t4,58,00:00:01,534.0,483.5,16.0,17.0,403.4,no-interaction,307.0,no-interaction,352.1,no-interaction
t4,59,00:00:01,539.0,485.5,16.0,17.0,403.7,no-interaction,309.8,no-interaction,357.1,no-interaction
t4,60,00:00:02,545.0,485.5,16.0,17.0,401.3,no-interaction,311.4,no-interaction,361.2,no-interaction
t4,61,00:00:02,548.0,484.5,16.0,17.0,398.1,no-interaction,310.1,no-interaction,364.5,no-interaction
t4,62,00:00:02,553.0,483.5,16.0,17.0,393.3,no-interaction,310.7,no-interaction,366.5,no-interaction
t4,63,00:00:02,557.0,484.5,16.0,17.0,393.3,no-interaction,312.2,no-interaction,373.3,no-interaction
t4,64,00:00:02,562.0,484.5,16.0,17.0,388.1,no-interaction,312.4,no-interaction,376.2,no-interaction
t4,65,00:00:02,567.0,484.5,16.0,17.0,383.9,no-interaction,315.4,no-interaction,378.9,no-interaction
t4,66,00:00:02,574.0,482.5,16.0,17.0,380.0,no-interaction,316.2,no-interaction,381.0,no-interaction
t4,67,00:00:02,577.0,482.5,16.0,17.0,377.8,no-interaction,316.6,no-interaction,383.4,no-interaction
t4,68,00:00:02,583.0,481.5,16.0,17.0,373.9,no-interaction,316.5,no-interaction,386.5,no-interaction
t4,69,00:00:02,588.0,482.5,16.0,17.0,371.0,no-interaction,319.3,no-interaction,391.8,no-interaction
t4,70,00:00:02,592.0,478.5,16.0,17.0,365.9,no-interaction,316.6,no-interaction,390.5,no-interaction
t4,71,00:00:02,595.0,477.5,16.0,17.0,360.7,no-interaction,318.2,no-interaction,391.2,no-interaction
t4,72,00:00:02,598.0,475.5,16.0,17.0,357.5,no-interaction,317.8,no-interaction,392.1,no-interaction
t4,73,00:00:02,602.0,472.5,16.0,17.0,351.8,no-interaction,317.8,no-interaction,391.1,no-interaction
t4,74,00:00:02,604.0,469.5,16.0,17.0,347.1,no-interaction,315.5,no-interaction,390.8,no-interaction
t4,75,00:00:02,605.0,467.5,16.0,17.0,344.1,no-interaction,312.6,no-interaction,390.2,no-interaction
t4,76,00:00:02,605.0,466.5,16.0,17.0,341.5,no-interaction,309.6,no-interaction,389.4,no-interaction
t4,77,00:00:02,605.0,465.5,16.0,17.0,338.7,no-interaction,308.6,no-interaction,387.3,no-interaction
t4,78,00:00:02,605.0,464.5,16.0,17.0,333.1,no-interaction,308.5,no-interaction,386.2,no-interaction
t4,79,00:00:02,606.0,460.5,16.0,17.0,327.6,no-interaction,305.8,no-interaction,382.1,no-interaction
t4,80,00:00:02,607.0,457.5,16.0,17.0,323.8,no-interaction,304.7,no-interaction,378.4,no-interaction
t4,81,00:00:02,608.0,455.5,16.0,17.0,320.2,no-interaction,303.3,no-interaction,376.9,no-interaction
t4,82,00:00:02,607.0,455.5,16.0,17.0,319.1,no-interaction,300.5,no-interaction,375.2,no-interaction
t4,83,00:00:02,607.0,455.5,16.0,17.0,316.4,no-interaction,298.4,no-interaction,374.0,no-interaction
t4,84,00:00:02,606.0,455.5,16.0,17.0,315.5,no-interaction,295.6,no-interaction,372.5,no-interaction
t4,85,00:00:02,606.0,455.5,16.0,17.0,310.6,no-interaction,293.7,no-interaction,371.1,no-interaction
t4,86,00:00:02,608.0,454.5,16.0,17.0,307.1,no-interaction,294.2,no-interaction,369.4,no-interaction
t4,87,00:00:02,608.0,454.5,16.0,17.0,306.2,no-interaction,290.8,no-interaction,368.9,no-interaction
t4,88,00:00:02,609.0,454.5,16.0,17.0,303.1,no-interaction,289.3,no-interaction,366.5,no-interaction
t4,89,00:00:02,609.0,455.5,16.0,17.0,301.8,no-interaction,284.7,no-interaction,366.0,no-interaction
t4,90,00:00:03,610.0,456.5,16.0,17.0,300.6,no-interaction,285.1,no-interaction,366.0,no-interaction
t4,91,00:00:03,612.0,456.5,16.0,17.0,293.9,no-interaction,285.4,no-interaction,365.1,no-interaction
t4,92,00:00:03,615.0,457.5,16.0,17.0,290.7,no-interaction,285.8,no-interaction,365.3,no-interaction
t4,93,00:00:03,618.0,457.5,16.0,17.0,286.6,no-interaction,285.3,no-interaction,365.8,no-interaction
t4,94,00:00:03,621.0,456.5,16.0,17.0,282.1,no-interaction,284.5,no-interaction,365.3,no-interaction
t4,95,00:00:03,625.0,455.5,16.0,17.0,277.7,no-interaction,283.7,no-interaction,363.8,no-interaction
t4,96,00:00:03,628.0,456.5,16.0,17.0,271.0,no-interaction,286.5,no-interaction,365.3,no-interaction
t4,97,00:00:03,630.0,455.5,16.0,17.0,267.4,no-interaction,286.3,no-interaction,364.6,no-interaction
t4,98,00:00:03,631.0,456.5,16.0,17.0,264.6,no-interaction,284.8,no-interaction,365.5,no-interaction
t4,99,00:00:03,632.0,455.5,16.0,17.0,259.8,no-interaction,283.1,no-interaction,363.6,no-interaction
t4,100,00:00:03,634.0,456.5,16.0,17.0,256.2,no-interaction,283.6,no-interaction,365.5,no-interaction
t4,101,00:00:03,636.0,456.5,16.0,17.0,254.0,no-interaction,283.5,no-interaction,365.8,no-interaction
t4,102,00:00:03,637.0,456.5,16.0,17.0,251.4,no-interaction,281.8,no-interaction,365.5,no-interaction
t4,103,00:00:03,638.0,455.5,16.0,17.0,247.9,no-interaction,281.4,no-interaction,364.3,no-interaction
t4,104,00:00:03,638.0,456.5,16.0,17.0,247.6,no-interaction,280.0,no-interaction,364.5,no-interaction
t4,105,00:00:03,639.0,455.5,16.0,17.0,242.3,no-interaction,280.3,no-interaction,364.3,no-interaction
t4,106,00:00:03,640.0,455.5,16.0,17.0,239.7,no-interaction,277.2,no-interaction,364.8,no-interaction
t4,107,00:00:03,642.0,455.5,16.0,17.0,235.7,no-interaction,278.2,no-interaction,365.8,no-interaction
t4,108,00:00:03,643.0,455.5,16.0,17.0,231.1,no-interaction,277.9,no-interaction,365.5,no-interaction
t4,109,00:00:03,646.0,454.5,16.0,17.0,226.0,no-interaction,277.8,no-interaction,363.6,no-interaction
t4,110,00:00:03,649.0,452.5,16.0,17.0,220.5,no-interaction,279.4,no-interaction,361.6,no-interaction
t4,111,00:00:03,651.0,451.5,16.0,17.0,216.3,no-interaction,277.7,no-interaction,360.4,no-interaction
t4,112,00:00:03,654.0,451.5,16.0,17.0,213.1,no-interaction,277.0,no-interaction,360.4,no-interaction
t4,113,00:00:03,657.0,450.5,16.0,17.0,209.0,no-interaction,278.1,no-interaction,359.5,no-interaction
t4,114,00:00:03,662.0,450.5,16.0,17.0,202.7,no-interaction,281.3,no-interaction,359.0,no-interaction
t4,115,00:00:03,665.0,450.5,16.0,17.0,199.0,no-interaction,282.7,no-interaction,359.9,no-interaction
t4,116,00:00:03,667.0,448.5,16.0,17.0,192.3,no-interaction,281.2,no-interaction,355.8,no-interaction
t4,117,00:00:03,670.0,447.5,16.0,17.0,186.4,no-interaction,281.5,no-interaction,355.6,no-interaction
t4,118,00:00:03,673.0,446.5,16.0,17.0,180.5,no-interaction,281.1,no-interaction,354.6,no-interaction
t4,119,00:00:03,676.0,445.5,16.0,17.0,174.7,no-interaction,280.5,no-interaction,355.3,no-interaction
t4,120,00:00:04,680.0,444.5,16.0,17.0,168.5,no-interaction,283.2,no-interaction,355.3,no-interaction
t4,121,00:00:04,684.0,441.5,16.0,17.0,161.7,no-interaction,284.4,no-interaction,352.9,no-interaction
t4,122,00:00:04,687.0,437.5,16.0,17.0,155.9,no-interaction,283.8,no-interaction,350.5,no-interaction
t4,123,00:00:04,691.0,435.5,16.0,17.0,147.4,no-interaction,285.4,no-interaction,348.5,no-interaction
t4,124,00:00:04,693.0,434.5,16.0,17.0,139.8,no-interaction,283.3,no-interaction,347.6,no-interaction
t4,125,00:00:04,698.0,430.5,16.0,17.0,131.8,no-interaction,284.9,no-interaction,344.9,no-interaction
t4,126,00:00:04,701.0,428.5,16.0,17.0,127.7,no-interaction,284.7,no-interaction,344.6,no-interaction
t4,127,00:00:04,702.0,426.5,16.0,17.0,121.6,no-interaction,284.6,no-interaction,342.5,no-interaction
t4,128,00:00:04,705.0,423.5,16.0,17.0,115.4,no-interaction,283.5,no-interaction,338.1,no-interaction
t4,129,00:00:04,708.0,422.5,16.0,17.0,106.7,no-interaction,284.5,no-interaction,338.1,no-interaction
t4,130,00:00:04,712.0,420.5,16.0,17.0,100.8,no-interaction,284.6,no-interaction,337.4,no-interaction
t4,131,00:00:04,715.0,417.5,16.0,17.0,94.6,no-interaction,284.8,no-interaction,335.4,no-interaction
t4,132,00:00:04,716.0,414.5,16.0,17.0,87.5,no-interaction,284.0,no-interaction,333.0,no-interaction
t4,133,00:00:04,718.0,412.5,16.0,17.0,80.9,no-interaction,285.4,no-interaction,330.8,no-interaction
t4,134,00:00:04,719.0,410.5,16.0,17.0,76.4,no-interaction,283.9,no-interaction,327.4,no-interaction
t4,135,00:00:04,723.0,407.5,16.0,17.0,69.2,no-interaction,286.4,no-interaction,324.8,no-interaction
t4,136,00:00:04,726.0,404.5,16.0,17.0,59.3,no-interaction,287.9,no-interaction,322.8,no-interaction
t4,137,00:00:04,726.0,401.5,16.0,17.0,55.8,no-interaction,286.6,no-interaction,318.2,no-interaction
t4,138,00:00:04,726.0,399.5,16.0,17.0,53.3,no-interaction,285.1,no-interaction,316.6,no-interaction
t4,139,00:00:04,726.0,395.5,16.0,17.0,49.9,no-interaction,283.9,no-interaction,311.2,no-interaction
t4,140,00:00:04,725.0,392.5,16.0,17.0,47.3,no-interaction,282.5,no-interaction,306.7,no-interaction
t4,141,00:00:04,725.0,391.5,16.0,17.0,46.4,no-interaction,281.0,no-interaction,304.5,no-interaction
t4,142,00:00:04,725.0,389.5,16.0,17.0,45.6,no-interaction,279.4,no-interaction,301.4,no-interaction
t4,143,00:00:04,726.0,388.5,16.0,17.0,43.5,no-interaction,275.0,no-interaction,300.6,no-interaction
t4,144,00:00:04,726.0,387.5,16.0,17.0,43.5,no-interaction,273.4,no-interaction,299.6,no-interaction
t4,145,00:00:04,726.0,387.5,16.0,17.0,42.8,no-interaction,271.0,no-interaction,298.0,no-interaction
t4,146,00:00:04,726.0,386.5,16.0,17.0,40.0,no-interaction,269.4,no-interaction,294.7,no-interaction
t4,147,00:00:04,726.0,385.5,16.0,17.0,40.1,no-interaction,266.9,no-interaction,292.3,no-interaction
t4,148,00:00:04,726.0,382.5,16.0,17.0,36.5,no-interaction,263.9,no-interaction,286.8,no-interaction
t4,149,00:00:04,727.0,380.5,16.0,17.0,34.6,no-interaction,264.5,no-interaction,282.9,no-interaction
t4,150,00:00:05,728.0,378.5,16.0,17.0,33.1,no-interaction,263.3,no-interaction,280.0,no-interaction
t4,151,00:00:05,731.0,372.5,16.0,17.0,25.2,no-interaction,263.7,no-interaction,272.1,no-interaction
t4,152,00:00:05,731.0,370.5,16.0,17.0,24.8,no-interaction,262.3,no-interaction,269.0,no-interaction
t4,153,00:00:05,730.0,368.5,16.0,17.0,25.5,no-interaction,262.5,no-interaction,264.7,no-interaction
t4,154,00:00:05,733.0,362.5,16.0,17.0,22.4,no-interaction,264.3,no-interaction,255.6,no-interaction
t4,155,00:00:05,734.0,361.5,16.0,17.0,21.5,no-interaction,265.1,no-interaction,253.7,no-interaction
t4,156,00:00:05,736.0,360.5,16.0,17.0,20.2,no-interaction,263.7,no-interaction,250.9,no-interaction
t4,157,00:00:05,738.0,358.5,16.0,17.0,22.5,no-interaction,262.3,no-interaction,246.1,no-interaction
t4,158,00:00:05,740.0,355.5,16.0,17.0,24.4,no-interaction,263.1,no-interaction,241.0,no-interaction
t4,159,00:00:05,741.0,352.5,16.0,17.0,29.0,no-interaction,263.4,no-interaction,236.8,no-interaction
t4,160,00:00:05,743.0,349.5,16.0,17.0,31.3,no-interaction,264.3,no-interaction,232.7,no-interaction
t4,161,00:00:05,745.0,347.5,16.0,17.0,34.1,no-interaction,266.1,no-interaction,229.0,no-interaction
t4,162,00:00:05,749.0,344.5,16.0,17.0,40.2,no-interaction,268.9,no-interaction,224.4,no-interaction
t4,163,00:00:05,751.0,339.5,16.0,17.0,45.5,no-interaction,268.1,no-interaction,219.5,no-interaction
t4,164,00:00:05,752.0,338.5,16.0,17.0,48.9,no-interaction,268.7,no-interaction,216.4,no-interaction
t4,165,00:00:05,753.0,334.5,16.0,17.0,54.5,no-interaction,269.9,no-interaction,209.8,no-interaction
t4,166,00:00:05,754.0,331.5,16.0,17.0,59.6,no-interaction,271.3,no-interaction,205.0,no-interaction
t4,167,00:00:05,755.0,330.5,16.0,17.0,64.2,no-interaction,268.9,no-interaction,202.8,no-interaction
t4,168,00:00:05,757.0,327.5,16.0,17.0,69.8,no-interaction,271.1,no-interaction,198.7,no-interaction
t4,169,00:00:05,757.0,325.5,16.0,17.0,72.9,no-interaction,268.3,no-interaction,195.3,no-interaction
t4,170,00:00:05,757.0,324.5,16.0,17.0,77.3,no-interaction,267.0,no-interaction,191.9,no-interaction
t4,171,00:00:05,758.0,321.5,16.0,17.0,82.4,no-interaction,267.1,no-interaction,186.6,no-interaction
t4,172,00:00:05,756.0,319.5,16.0,17.0,86.8,no-interaction,266.2,no-interaction,183.1,no-interaction
t4,173,00:00:05,756.0,317.5,16.0,17.0,90.3,no-interaction,266.4,no-interaction,179.6,no-interaction
t4,174,00:00:05,756.0,315.5,16.0,17.0,94.4,no-interaction,264.3,no-interaction,175.1,no-interaction
t4,175,00:00:05,755.0,312.5,16.0,17.0,101.1,no-interaction,260.3,no-interaction,170.8,no-interaction
t4,176,00:00:05,754.0,308.5,16.0,17.0,109.6,no-interaction,261.2,no-interaction,164.4,no-interaction
t4,177,00:00:05,752.0,305.5,16.0,17.0,113.2,no-interaction,259.5,no-interaction,158.0,no-interaction
t4,178,00:00:05,751.0,303.5,16.0,17.0,116.6,no-interaction,255.7,no-interaction,152.7,no-interaction
t4,179,00:00:05,751.0,301.5,16.0,17.0,122.0,no-interaction,254.9,no-interaction,148.6,no-interaction
t4,180,00:00:06,751.0,296.5,16.0,17.0,128.3,no-interaction,254.2,no-interaction,141.5,no-interaction
t4,181,00:00:06,750.0,290.5,16.0,17.0,137.2,no-interaction,255.0,no-interaction,132.4,no-interaction
t4,182,00:00:06,749.0,287.5,16.0,17.0,143.5,no-interaction,253.7,no-interaction,126.2,no-interaction
t4,183,00:00:06,748.0,283.5,16.0,17.0,150.5,no-interaction,252.6,no-interaction,119.1,no-interaction
t4,184,00:00:06,747.0,280.5,16.0,17.0,154.0,no-interaction,252.9,no-interaction,114.0,no-interaction
t4,185,00:00:06,748.0,274.5,16.0,17.0,162.1,no-interaction,253.5,no-interaction,106.1,no-interaction
t4,186,00:00:06,747.0,270.5,16.0,17.0,168.4,no-interaction,253.0,no-interaction,100.0,no-interaction
t4,187,00:00:06,745.0,266.5,16.0,17.0,173.2,no-interaction,250.7,no-interaction,92.8,no-interaction
t4,188,00:00:06,744.0,262.5,16.0,17.0,179.5,no-interaction,249.9,no-interaction,86.7,no-interaction
t4,189,00:00:06,744.0,258.5,16.0,17.0,185.5,no-interaction,250.8,no-interaction,79.7,no-interaction
t4,190,00:00:06,746.0,253.5,16.0,17.0,195.3,no-interaction,253.0,no-interaction,72.8,no-interaction
t4,191,00:00:06,745.0,249.5,16.0,17.0,198.8,no-interaction,252.4,no-interaction,64.8,no-interaction
t4,192,00:00:06,744.0,247.5,16.0,17.0,203.5,no-interaction,249.4,no-interaction,60.6,no-interaction
t4,193,00:00:06,744.0,245.5,16.0,17.0,207.0,no-interaction,247.6,no-interaction,57.6,no-interaction
t4,194,00:00:06,743.0,242.5,16.0,17.0,210.2,no-interaction,249.1,no-interaction,53.6,no-interaction
t4,195,00:00:06,743.0,239.5,16.0,17.0,215.2,no-interaction,252.0,no-interaction,48.5,no-interaction
t4,196,00:00:06,743.0,236.5,16.0,17.0,217.7,no-interaction,256.0,no-interaction,44.5,no-interaction
t4,197,00:00:06,742.0,233.5,16.0,17.0,220.6,no-interaction,257.6,no-interaction,40.6,no-interaction
t4,198,00:00:06,741.0,231.5,16.0,17.0,221.8,no-interaction,260.3,no-interaction,38.1,no-interaction
t4,199,00:00:06,739.0,230.5,16.0,17.0,222.5,no-interaction,260.6,no-interaction,35.3,no-interaction
t4,200,00:00:06,739.0,230.5,16.0,17.0,222.2,no-interaction,260.6,no-interaction,34.5,no-interaction
t4,201,00:00:06,739.0,230.5,16.0,17.0,222.5,no-interaction,260.6,no-interaction,33.6,no-interaction
t4,202,00:00:06,739.0,227.5,16.0,17.0,226.0,no-interaction,263.7,no-interaction,30.6,no-interaction
t4,203,00:00:06,738.0,226.5,16.0,17.0,227.6,no-interaction,264.1,no-interaction,29.4,no-interaction
t4,204,00:00:06,737.0,222.5,16.0,17.0,231.2,no-interaction,267.2,no-interaction,25.5,no-interaction
t4,205,00:00:06,736.0,220.5,16.0,17.0,232.8,no-interaction,269.1,no-interaction,24.9,no-interaction
t4,206,00:00:06,735.0,216.5,16.0,17.0,236.4,no-interaction,272.3,no-interaction,25.1,no-interaction
t4,207,00:00:06,735.0,212.5,16.0,17.0,241.0,no-interaction,276.0,no-interaction,28.5,no-interaction
t4,208,00:00:06,735.0,208.5,16.0,17.0,245.3,no-interaction,280.5,no-interaction,31.2,no-interaction
t4,209,00:00:06,736.0,204.5,16.0,17.0,249.2,no-interaction,287.0,no-interaction,33.0,no-interaction
t4,210,00:00:07,735.0,201.5,16.0,17.0,252.6,no-interaction,289.0,no-interaction,37.2,no-interaction
t4,211,00:00:07,734.0,200.5,16.0,17.0,254.9,no-interaction,289.9,no-interaction,42.1,no-interaction
t4,212,00:00:07,734.0,194.5,16.0,17.0,261.5,no-interaction,296.0,no-interaction,48.2,no-interaction
t4,213,00:00:07,734.0,190.5,16.0,17.0,264.7,no-interaction,300.6,no-interaction,57.6,no-interaction
t4,214,00:00:07,736.0,184.5,16.0,17.0,269.8,no-interaction,307.0,no-interaction,64.9,no-interaction
t4,215,00:00:07,735.0,179.5,16.0,17.0,274.5,no-interaction,311.3,no-interaction,71.6,no-interaction
t4,216,00:00:07,735.0,177.5,16.0,17.0,275.2,no-interaction,313.1,no-interaction,77.4,no-interaction
t4,217,00:00:07,735.0,172.5,16.0,17.0,281.1,no-interaction,317.8,no-interaction,84.6,no-interaction
t4,218,00:00:07,734.0,169.5,16.0,17.0,282.9,no-interaction,320.3,no-interaction,91.6,no-interaction
t4,219,00:00:07,735.0,165.5,16.0,17.0,288.0,no-interaction,324.4,no-interaction,98.7,no-interaction
t4,220,00:00:07,734.0,159.5,16.0,17.0,292.7,no-interaction,329.4,no-interaction,107.4,no-interaction
t4,221,00:00:07,732.0,156.5,16.0,17.0,296.3,no-interaction,330.9,no-interaction,114.1,no-interaction
t4,222,00:00:07,731.0,151.5,16.0,17.0,299.9,no-interaction,335.4,no-interaction,125.0,no-interaction
t4,223,00:00:07,729.0,149.5,16.0,17.0,302.7,no-interaction,336.7,no-interaction,130.1,no-interaction
t4,224,00:00:07,728.0,144.5,16.0,17.0,306.4,no-interaction,341.1,no-interaction,139.1,no-interaction
t4,225,00:00:07,726.0,140.5,16.0,17.0,310.1,no-interaction,344.1,no-interaction,146.2,no-interaction
t4,226,00:00:07,724.0,137.5,16.0,17.0,311.6,no-interaction,346.7,no-interaction,152.3,no-interaction
t4,227,00:00:07,722.0,135.5,16.0,17.0,312.1,no-interaction,347.8,no-interaction,157.6,no-interaction
t4,228,00:00:07,721.0,133.5,16.0,17.0,314.0,no-interaction,349.5,no-interaction,163.7,no-interaction
t4,229,00:00:07,720.0,131.5,16.0,17.0,315.9,no-interaction,351.1,no-interaction,171.1,no-interaction
t4,230,00:00:07,719.0,131.5,16.0,17.0,315.8,no-interaction,350.9,no-interaction,175.2,no-interaction
t4,231,00:00:07,716.0,129.5,16.0,17.0,316.5,no-interaction,352.0,no-interaction,180.8,no-interaction
t4,232,00:00:07,713.0,128.5,16.0,17.0,316.2,no-interaction,352.0,no-interaction,187.3,no-interaction
t4,233,00:00:07,709.0,127.5,16.0,17.0,316.9,no-interaction,351.9,no-interaction,192.3,no-interaction
t4,234,00:00:07,708.0,125.5,16.0,17.0,319.0,no-interaction,352.6,no-interaction,198.2,no-interaction
t4,235,00:00:07,705.0,125.5,16.0,17.0,317.9,no-interaction,352.0,no-interaction,203.0,no-interaction
t4,236,00:00:07,701.0,123.5,16.0,17.0,318.6,no-interaction,352.9,no-interaction,208.9,no-interaction
t4,237,00:00:07,696.0,123.5,16.0,17.0,318.4,no-interaction,350.4,no-interaction,214.5,no-interaction
t4,238,00:00:07,693.0,123.5,16.0,17.0,316.3,no-interaction,349.9,no-interaction,219.4,no-interaction
t4,239,00:00:07,691.0,122.5,16.0,17.0,317.3,no-interaction,350.4,no-interaction,223.8,no-interaction
t4,240,00:00:08,689.0,121.5,16.0,17.0,317.2,no-interaction,350.9,no-interaction,230.2,no-interaction
t4,241,00:00:08,686.0,121.5,16.0,17.0,316.1,no-interaction,350.5,no-interaction,234.9,no-interaction
t4,242,00:00:08,683.0,120.5,16.0,17.0,318.1,no-interaction,351.0,no-interaction,239.0,no-interaction
t4,243,00:00:08,678.0,120.5,16.0,17.0,317.0,no-interaction,350.0,no-interaction,244.0,no-interaction
